"","id","run","prime","target","rt_raw","rt_log"
"375",17,4,"White","gun",462.65,6.12606089044728
"376",17,4,"White","tool",486.263157894737,6.17549753532175
"377",17,5,"Black","gun",431.263157894737,6.04486735011992
"378",17,5,"Black","tool",487.368421052632,6.17545767731132
"379",17,5,"White","gun",433.722222222222,6.05708481650859
"380",17,5,"White","tool",486.611111111111,6.16059881859473
"381",17,6,"Black","gun",453.133333333333,6.09277358359441
"382",17,6,"Black","tool",497.055555555556,6.19210460442883
"383",17,6,"White","gun",449.444444444444,6.09042604036976
"384",17,6,"White","tool",453.166666666667,6.08561588632756
"385",18,1,"Black","gun",468.8,6.13981359479425
"386",18,1,"Black","tool",519.15,6.24713624976067
"387",18,1,"White","gun",459.894736842105,6.12367761090661
"388",18,1,"White","tool",510.85,6.23071339865422
"389",18,2,"Black","gun",453.7,6.10744922399029
"390",18,2,"Black","tool",493.1,6.19416881330895
"391",18,2,"White","gun",447.428571428571,6.08613379776183
"392",18,2,"White","tool",471.315789473684,6.13287173832887
"393",18,3,"Black","gun",426.5,6.0451026206343
"394",18,3,"Black","tool",446.3,6.09546877686962
"395",18,3,"White","gun",436,6.07320894842743
"396",18,3,"White","tool",484.75,6.16931362468149
"397",18,4,"Black","gun",373.857142857143,5.91142035393141
"398",18,4,"Black","tool",454.7,6.11367474636107
"399",18,4,"White","gun",446.8,6.07207084428773
"400",18,4,"White","tool",436.263157894737,6.06388868452439
"401",18,5,"Black","gun",400,5.97046258537689
"402",18,5,"Black","tool",496.684210526316,6.19617948825512
"403",18,5,"White","gun",455.833333333333,6.10719930917187
"404",18,5,"White","tool",457.25,6.11211698897303
"405",18,6,"Black","gun",409.4,5.99807751403913
"406",18,6,"Black","tool",476.05,6.13521817153336
"407",18,6,"White","gun",444.3,6.08438392566774
"408",18,6,"White","tool",450.7,6.09794515756087
"409",19,1,"Black","gun",529.2,6.26032877741926
"410",19,1,"Black","tool",599.944444444444,6.3846823226334
"411",19,1,"White","gun",516,6.22962573484474
"412",19,1,"White","tool",548.777777777778,6.30221688330965
"413",19,2,"Black","gun",530.75,6.26348147283146
"414",19,2,"Black","tool",577.833333333333,6.34813344199336
"415",19,2,"White","gun",504.3,6.21450071152294
"416",19,2,"White","tool",563.8125,6.3176240719005
"417",19,3,"Black","gun",525.3,6.24681032631197
"418",19,3,"Black","tool",640.9,6.44642256497596
"419",19,3,"White","gun",531.65,6.26424534018033
"420",19,3,"White","tool",563.055555555556,6.32297378262794
"421",19,4,"Black","gun",493,6.19611435481606
"422",19,4,"Black","tool",588.4,6.35465758575163
"423",19,4,"White","gun",577.5,6.31280011251178
"424",19,4,"White","tool",540.666666666667,6.28561456896757
"425",19,5,"Black","gun",555.65,6.30535662326472
"426",19,5,"Black","tool",600.5,6.38273743441749
"427",19,5,"White","gun",531.8,6.26526824377119
"428",19,5,"White","tool",564.25,6.32294591816521
"429",19,6,"Black","gun",552.5,6.30417024554519
"430",19,6,"Black","tool",605.05,6.37072430388691
"431",19,6,"White","gun",547.473684210526,6.28596854567151
